Education_Sector,School_Name,School_Type,Address,Suburb,Postcode,Full_Phone_No,LGA_ID,LGA_Name,CouncilArea,Longitude,Latitude
Private,St Michael's School,Primary,16 Scanlan Street,Berwick,3806,03 9707 1600,161,Casey ,Casey City Council,145.353572,-38.033824
Private,Ave Maria College,Secondary,14-22 Vida Street,Aberfeldie,3040,03 9331 9300,506,Moonee Valley ,Moonee Valley City Council,144.897964,-37.756618
Private,Bialik College,Pri/Sec,429 Auburn Road,Hawthorn East,3122,03 9822 7981,111,Boroondara ,Boroondara City Council,145.043371,-37.842269
Private,Our Lady of the Way School,Primary,11-13 Green Avenue,Kingsbury,3083,03 9460 6684,189,Darebin ,Darebin City Council,145.035525,-37.715261
Private,St Luke the Evangelist School,Primary,46 Orchard Grove,Blackburn South,3130,03 9877 4023,698,Whitehorse ,Whitehorse City Council,145.146714,-37.835551
Private,St Bernard's School,Primary,2-14 Williams Road,Wangaratta,3677,03 5721 4431,670,Wangaratta ,Wangaratta City Council,146.305601,-36.346559
Private,Our Lady Help of Christians School,Primary,15 Munro Street,Murtoa,3390,03 5385 2526,763,Yarriambiack ,Yarriambiack City Council,142.473651,-36.622676
Private,Luther College,Secondary,Plymouth Rd,Croydon Hills,3136,03 9724 2000,441,Maroondah ,Maroondah City Council,145.272909,-37.782963
Private,Marian College,Secondary,196 Glengala Road,Sunshine West,3020,03 9363 1711,118,Brimbank ,Brimbank City Council,144.806129,-37.787731
Private,Mount St Joseph Girls' College,Secondary,133 Maidstone Street,Altona,3018,03 8398 2000,311,Hobsons Bay ,Hobsons Bay City Council,144.811674,-37.863902
Private,Our Lady Help of Christians School,Primary,480A Gillies Street,Wendouree,3355,03 5339 4726,57,Ballarat ,Ballarat City Council,143.825614,-37.525436
Private,St Clement of Rome School,Primary,9 Egan Drive,Bulleen,3105,03 9850 1216,421,Manningham ,Manningham City Council,145.090333,-37.767296
Private,St Joseph's Primary School,Primary,212 Boronia Road,Boronia,3155,03 9762 3275,367,Knox ,Knox City Council,145.274814,-37.862707
Private,Sacred Heart School,Primary,111-115 Hansen Street,Corryong,3707,02 6076 1138,667,Towong ,Towong City Council,147.89919,-36.198241
Private,Mater Christi College,Secondary,28 Bayview Road,Belgrave,3160,03 9754 6611,745,Yarra Ranges ,Yarra Ranges Shire Council,145.3588871,-37.9106377
Private,Our Lady of Lourdes School,Primary,23 Orange Grove,Bayswater,3153,03 9729 3411,367,Knox ,Knox City Council,145.265765,-37.848985
Private,St Joseph's College,Secondary,5 Brenock Park Drive,Ferntree Gully,3156,03 9758 2000,367,Knox ,Knox City Council,145.295093,-37.89049
Private,St Paul's College Balwyn,Special,3 Brenbeal Street,Balwyn,3101,03 8595 2470,111,Boroondara ,Boroondara City Council,145.086858,-37.81235
Private,Annunciation School,Primary,4-14 Nolan Avenue,Brooklyn,3012,03 9314 6271,311,Hobsons Bay ,Hobsons Bay City Council,144.847959,-37.820989
Private,St Louis de Montfort's School,Primary,37 Dolphin Street,Aspendale,3195,03 9580 5169,343,Kingston ,Kingston City Council,145.102261,-38.018128
Private,St Thomas More's School,Primary,30 Angus Street,Hadfield,3046,03 9312 8200,525,Moreland ,Moreland City Council,144.944942,-37.707293
Private,Avila College,Secondary,35 Charles Street,Mount Waverley,3149,03 9831 9600,497,Monash ,Monash City Council,145.133255,-37.874671
Private,St Philip's School,Primary,60 Junction Road,Blackburn North,3130,03 9878 6501,698,Whitehorse ,Whitehorse City Council,145.166588,-37.807643
Private,Holy Child School,Primary,227 Blair Street,Dallas,3047,03 9309 1620,327,Hume ,Hume City Council,144.931984,-37.665736
Private,Emmanuel College,Secondary,423 Blackshaws Road,Altona North,3025,03 8325 5100,311,Hobsons Bay ,Hobsons Bay City Council,144.842389,-37.831623
Private,St Peter Julian Eymard,Primary,Reay Road,Mooroolbark,3138,03 9725 0595,745,Yarra Ranges ,Yarra Ranges Shire Council,145.3175154,-37.7879128
Private,St Damian's School,Primary,5 Settlement Road,Bundoora,3083,03 9467 8566,707,Whittlesea ,Whittlesea City Council,145.0572167,-37.6984942
Private,St Monica's College,Secondary,400 Dalton Road,Epping,3076,03 9409 8800,707,Whittlesea ,Whittlesea City Council,145.031414,-37.655184
Private,Yarra Valley Grammar,Pri/Sec,Kalinda Road,Ringwood,3134,03 9262 7777,441,Maroondah ,Maroondah City Council,145.258164,-37.783701
Private,Christ the King School,Primary,79 Wilsons Road,Newcomb,3219,03 5248 1093,275,Greater Geelong ,Greater Geelong City Council,144.393098,-38.166554
Private,Mercy College,Secondary,760 Sydney Road,Coburg,3058,03 9319 9299,525,Moreland ,Moreland City Council,144.964562,-37.730398
Private,St Timothy's School,Primary,21 Stevens Road,Vermont,3133,03 9878 4188,698,Whitehorse ,Whitehorse City Council,145.183654,-37.840389
Private,St Mary's School,Primary,4-12 Duke Street,Maffra,3860,03 5147 1334,681,Wellington ,Wellington City Council,146.9723891,-37.96350023
Private,St Macartan's School,Primary,97 Bungower Road,Mornington,3931,03 5979 9200,534,Mornington Peninsula ,Mornington Peninsula City Council,145.070463,-38.223213
Private,St John's School,Primary,Jayne Street,Frankston East,3199,03 9789 9794,217,Frankston ,Frankston City Council,145.148098,-38.145823
Private,St Mary's College for the Deaf,Special,10A Riddell Road,Wantirna South,3152,03 9800 2733,367,Knox ,Knox City Council,145.242789,-37.877901
Private,John Paul College,Secondary,165 Mc Mahons Road,Frankston,3199,03 9784 0200,217,Frankston ,Frankston City Council,145.138867,-38.13557
Private,St Anne's School,Primary,86-94 Austin Road,Seaford,3198,03 9786 4736,217,Frankston ,Frankston City Council,145.140947,-38.106598
Private,Mazenod College,Secondary,Kernot Ave,Mulgrave,3170,03 9560 0911,497,Monash ,Monash City Council,145.166144,-37.915204
Private,St Martin de Porres School,Primary,158 Military Road,Avondale Heights,3034,03 9331 9000,506,Moonee Valley ,Moonee Valley City Council,144.861624,-37.758468
Private,St Gregory the Great School,Primary,396 Manningham Road,Doncaster,3108,03 9848 4483,421,Manningham ,Manningham City Council,145.122282,-37.780598
Private,Maranatha Christian School,Pri/Sec,104-108 Reema Boulevard,Endeavour Hills,3802,03 9709 7209,161,Casey ,Casey City Council,145.278034,-37.970919
Private,St Kevin's School,Primary,26-44 Herlihys Road,Templestowe Lower,3107,03 9273 9999,421,Manningham ,Manningham City Council,145.122868,-37.761267
Private,St James' School,Primary,51 Centre Road,Vermont,3133,03 9874 1830,698,Whitehorse ,Whitehorse City Council,145.20969,-37.836748
Private,Good Shepherd School,Primary,30 Academy Avenue,Wheelers Hill,3150,03 9562 0229,497,Monash ,Monash City Council,145.166052,-37.908123
Private,MacKillop Catholic Regional College,Secondary,1 Russell Street,Werribee,3030,03 8734 5200,726,Wyndham ,Wyndham City Council,144.6651016,-37.90950211
Private,St James'  College,Secondary,156 Bignell Road,Bentleigh East,3165,03 9575 8100,231,Glen Eira ,Glen Eira City Council,145.071365,-37.926472
Private,St Thomas' School,Primary,Guthridge Parade,Sale,3850,03 5144 1332,681,Wellington ,Wellington City Council,147.08331,-38.09940329
Private,St Leo the Great Primary School,Primary,389 Mason Street,Altona North,3025,03 9391 5522,311,Hobsons Bay ,Hobsons Bay City Council,144.851693,-37.839216
Private,St Peter's School,Primary,2A Parkside Avenue,Keilor East,3033,03 9337 4111,506,Moonee Valley ,Moonee Valley City Council,144.859418,-37.744237
Private,Our Lady Help of Christians School,Primary,28 Selby Road,Warrnambool East,3280,03 5562 5559,673,Warrnambool ,Warrnambool City Council,142.519533,-38.385247
Private,Marian College,Secondary,11-49 Prince Street,Myrtleford,3737,03 5752 1596,11,Alpine ,Alpine City Council,146.72536,-36.55334
Private,St Martin de Porres School,Primary,13-25 Bellin Street,Laverton,3028,03 9369 1070,311,Hobsons Bay ,Hobsons Bay City Council,144.77698,-37.853783
Private,St Jude the Apostle School,Primary,53 George Street,Scoresby,3179,03 9763 7703,367,Knox ,Knox City Council,145.225957,-37.889844
Private,St Monica's School,Primary,137 Brockley Street,Wodonga West,3690,02 6024 3151,717,Wodonga ,Wodonga City Council,146.872637,-36.126753
Private,Mount Evelyn Christian School/Ranges TEC,Pri/Sec,135 York Road,Mount Evelyn,3796,03 9738 6000,745,Yarra Ranges ,Yarra Ranges Shire Council,145.3670969,-37.79883442
Private,Melbourne Rudolf Steiner School,Pri/Sec,213 Wonga Road,Warranwood,3134,03 9876 2633,441,Maroondah ,Maroondah City Council,145.248811,-37.777221
Private,St Peter's School,Primary,Fenton Street,Bendigo North,3550,03 5443 9319,262,Greater Bendigo ,Greater Bendigo City Council,144.2727362,-36.74416599
Private,St Mark's School,Primary,4-6 Dimar Court,Dingley,3172,03 9551 1150,343,Kingston ,Kingston City Council,145.129566,-37.986656
Private,The Currajong School,Special,90 Darling Road,Malvern East,3145,03 9571 7869,635,Stonnington ,Stonnington City Council,145.059946,-37.875953
Private,Nunawading Christian College-Secondary,Secondary,161 Central Rd,Nunawading,3131,03 9877 3555,698,Whitehorse ,Whitehorse City Council,145.1690183,-37.82254717
Private,Eltham College,Pri/Sec,1660 Main Road,Research,3095,03 9437 1421,571,Nillumbik ,Nillumbik Shire Council,145.192232,-37.70044311
Private,Holy Eucharist School,Primary,1A Oleander Drive,St Albans South,3021,03 8312 0900,118,Brimbank ,Brimbank City Council,144.811408,-37.756436
Private,St Paul's Primary School,Primary,Fourteenth Street,Mildura,3500,03 5023 4567,478,Mildura ,Mildura City Council,142.156034,-34.204601
Private,Learning Co-Operative School,Primary,10 Laceys Road,Cottles Bridge,3099,03 9718 1481,571,Nillumbik ,Nillumbik Shire Council,145.2133347,-37.62939233
Private,St Peter Apostle School,Primary,16-38 Guinane Avenue,Hoppers Crossing,3029,03 9749 1055,726,Wyndham ,Wyndham City Council,144.69031,-37.874642
Private,Donvale Christian College,Pri/Sec,155 Tindals Road,Donvale,3111,03 9844 2471,421,Manningham ,Manningham City Council,145.193451,-37.774028
Private,Berengarra School,Special,43 Harrison Street,Box Hill North,3129,03 9898 9167,698,Whitehorse ,Whitehorse City Council,145.132142,-37.80388
Private,Sholem Aleichem College,Primary,11 Sinclair St,Elsternwick,3185,03 8527 3000,231,Glen Eira ,Glen Eira City Council,145.001203,-37.882289
Private,St John XXIII Primary School,Primary,Regal Avenue,Thomastown East,3074,03 9465 6066,707,Whittlesea ,Whittlesea City Council,145.0392037,-37.67842204
Private,Braemar College,Pri/Sec,1499 Mt Macedon Rd,Woodend,3442,03 5427 2500,413,Macedon Ranges ,Macedon Ranges Shire Council,144.5759811,-37.36382882
Private,School of the Good Shepherd,Primary,88 South Circular Road,Gladstone Park,3043,03 9338 7686,327,Hume ,Hume City Council,144.889458,-37.693031
Private,St Agatha's School,Primary,Scott Street,Cranbourne,3977,03 5996 2724,161,Casey ,Casey City Council,145.278852,-38.111642
Private,Resurrection School,Primary,402 Corrigan Road,Keysborough,3173,03 9798 4126,267,Greater Dandenong ,Greater Dandenong City Council,145.16293,-37.989944
Private,St Dominic's School,Primary,Church Street,Melton,3337,03 9743 6225,465,Melton ,Melton City Council,144.584635,-37.680915
Private,St Francis Xavier School,Primary,143 Bacchus Marsh Road,Corio,3214,03 5275 1974,275,Greater Geelong ,Greater Geelong City Council,144.358129,-38.072033
Private,Gilson College,Pri/Sec,450 Taylors Road,Taylors Hill,3037,03 9365 9365,465,Melton ,Melton City Council,144.763149,-37.724602
Private,Cheshire School,Special,583 Ferntree Gully Road,Glen Waverley,3150,03 8562 5100,497,Monash ,Monash City Council,145.158092,-37.902842
