Education_Sector,Entity_Type,School_Name,School_Type,School_Status,Address,Suburb,State,Postcode,Full_Phone_No,LGA_ID,LGA_Name,Lng,Lat
Government,1,Cheltenham Secondary College,Secondary,O,73-75 Bernard Street,Cheltenham,VIC,3192,03 9555 5955,343,Kingston (C),145.068676,-37.953762
Government,1,Cobram Secondary College,Secondary,O,25-47 Warkil Street,Cobram,VIC,3644,03 5871 1700,490,Moira (S),145.654121,-35.913605
Government,1,Cohuna Secondary College,Secondary,O,6415 Murray Valley Highway,Cohuna,VIC,3568,03 5456 2555,225,Gannawarra (S),144.226425,-35.813503
Government,1,Cranbourne Secondary College,Secondary,O,Stawell Street,Cranbourne,VIC,3977,03 5996 3544,161,Casey (C),145.286136,-38.107591
Government,1,Cranbourne West Secondary College,Secondary,O,80 Strathlea Drive,Cranbourne West,VIC,3977,03 9770 7200,161,Casey (C),145.246512,-38.10672
Government,1,Croydon Community School,Secondary,O,177-181 Mt Dandenong Road,Croydon,VIC,3136,03 9724 2900,441,Maroondah (C),145.278928,-37.798422
Government,1,Mount Alexander 7-12 College,Secondary,O,167-175 Mt Alexander Road,Flemington,VIC,3031,03 9376 1622,506,Moonee Valley (C),144.933235,-37.782154
Government,1,Dimboola Memorial Secondary College,Secondary,O,66 Ellerman Street,Dimboola,VIC,3414,03 5389 1460,298,Hindmarsh (S),142.034409,-36.449839
Government,1,East Doncaster Secondary College,Secondary,O,20 George Street,Doncaster East,VIC,3109,03 9842 2244,421,Manningham (C),145.158557,-37.782127
Government,1,Donald High School,Secondary,O,2-16 Camp Street,Donald,VIC,3480,03 5497 1205,127,Buloke (S),142.973962,-36.370779
Government,1,Doncaster Secondary College,Secondary,O,123 Church Road,Doncaster,VIC,3108,03 9848 4677,421,Manningham (C),145.138053,-37.784581
Government,1,Drouin Secondary College,Secondary,O,South Road,Drouin,VIC,3818,03 5625 1002,83,Baw Baw (S),145.850978,-38.144659
Government,1,Eaglehawk Secondary College,Secondary,O,1-3 Reserve Street,Eaglehawk,VIC,3556,03 5446 8099,262,Greater Bendigo (C),144.261627,-36.720062
Government,1,Eltham High School,Secondary,O,30-60 Withers Way,Eltham,VIC,3095,03 9430 5111,571,Nillumbik (S),145.141725,-37.724436
Government,1,Elwood College,Secondary,O,101 Glenhuntly Road,Elwood,VIC,3184,03 9531 9566,590,Port Phillip (C),144.985203,-37.88232
Government,1,Epping Secondary College,Secondary,O,Mcdonalds Road,Epping,VIC,3076,03 9401 2599,707,Whittlesea (C),145.033426,-37.644001
Government,1,Euroa Secondary College,Secondary,O,26 Campbell St,Euroa,VIC,3666,03 5795 2512,643,Strathbogie (S),145.5648,-36.758203
Government,1,Fairhills High School,Secondary,O,330 Scoresby Road,Knoxfield,VIC,3180,03 9758 5022,367,Knox (C),145.259037,-37.87321
Government,1,Bendigo South East 7-10 Secondary College,Secondary,O,Ellis Street,Bendigo,VIC,3550,03 5443 4522,262,Greater Bendigo (C),144.297592,-36.775789
Government,1,Footscray High School,Secondary,O,1 Kinnear Street,Footscray,VIC,3011,03 9112 9500,433,Maribyrnong (C),144.8937633,-37.79104291
Government,1,Foster Secondary College,Secondary,O,2 - 10 Pioneer Street,Foster,VIC,3960,03 5682 2066,617,South Gippsland (S),146.197413,-38.651737
Government,1,Frankston High School,Secondary,O,97 Foot Street,Frankston,VIC,3199,03 9783 7955,217,Frankston (C),145.129706,-38.162156
Government,1,Geelong High School,Secondary,O,385 Ryrie Street,East Geelong,VIC,3219,03 5225 4100,275,Greater Geelong (C),144.373726,-38.153026
Government,1,North Geelong Secondary College,Secondary,O,86-132 Separation Street,North Geelong,VIC,3215,03 5240 5800,275,Greater Geelong (C),144.340792,-38.109956
Government,1,Gisborne Secondary College,Secondary,O,95 Melton Road,Gisborne,VIC,3437,03 5428 3691,413,Macedon Ranges (S),144.5847741,-37.49811364
Government,1,Gladstone Park Secondary College,Secondary,O,14 - 36 Taylor Drive,Gladstone Park,VIC,3043,03 9933 0500,327,Hume (C),144.890003,-37.689766
Government,1,Bundoora Secondary College,Secondary,O,53 Balmoral Avenue,Bundoora,VIC,3083,03 9467 1511,66,Banyule (C),145.061977,-37.707501
Government,1,Greater Shepparton Secondary College,Secondary,O,1 - 19 Parkside Drive,Shepparton,VIC,3630,03 5820 9900,283,Greater Shepparton (C),145.391896,-36.35704
Government,1,Western Port Secondary College,Secondary,O,215 High Street,Hastings,VIC,3915,03 5979 1577,534,Mornington Peninsula (S),145.176383,-38.308172
Government,1,Healesville High School,Secondary,O,10 Camerons Road,Healesville,VIC,3777,03 5962 4088,745,Yarra Ranges (S),145.530807,-37.643586
Government,1,Heywood District Secondary College,Secondary,O,Gorrie Street,Heywood,VIC,3304,03 5527 1303,241,Glenelg (S),141.6204999,-38.12926753
Government,1,Highvale Secondary College,Secondary,O,Capital Avenue,Glen Waverley,VIC,3150,03 9803 5144,497,Monash (C),145.17682,-37.865409
Government,1,Kerang Technical High School,Secondary,O,Murray St,Kerang,VIC,3579,03 5452 1062,225,Gannawarra (S),143.913802,-35.725651
Government,1,Kensington Community High School,Secondary,O,405 Racecourse Rd,Kensington,VIC,3031,03 9376 1953,460,Melbourne (C),144.925577,-37.787909
Government,1,Kew High School,Secondary,O,1393 Burke Road,Kew East,VIC,3102,03 9092 7500,111,Boroondara (C),145.063358,-37.795546
Government,1,Koonung Secondary College,Secondary,O,615 Elgar Road,Mont Albert North,VIC,3129,03 9890 9662,698,Whitehorse (C),145.117561,-37.80219
Government,1,Koo Wee Rup Secondary College,Secondary,O,Rossiter Road,Koo Wee Rup,VIC,3981,03 5997 1444,145,Cardinia (S),145.495779,-38.197091
Government,1,Korumburra Secondary College,Secondary,O,125 Jumbunna Road,Korumburra,VIC,3950,03 5655 1566,617,South Gippsland (S),145.8039,-38.44387
Government,1,Kyabram P-12 College,Pri/Sec,O,57 Fischer Street,Kyabram,VIC,3620,03 5851 2100,137,Campaspe (S),145.056207,-36.317476
Government,1,Kyneton High School,Secondary,O,1-9 Epping Street,Kyneton,VIC,3444,03 5421 1100,413,Macedon Ranges (S),144.4581707,-37.25132966
Government,1,Lalor Secondary College,Secondary,O,118 David Street,Lalor,VIC,3075,03 9463 7300,707,Whittlesea (C),145.0306228,-37.67265939
Government,1,Lalor North Secondary College,Secondary,O,114 Childs Road,Epping,VIC,3076,03 9401 3888,707,Whittlesea (C),145.034124,-37.660767
Government,1,Lilydale High School,Secondary,O,25 Melba Avenue,Lilydale,VIC,3140,03 9735 5644,745,Yarra Ranges (S),145.343917,-37.760697
Government,1,Lorne P-12 College,Pri/Sec,O,15 Grove Road,Lorne,VIC,3232,03 5289 1585,649,Surf Coast (S),143.9738904,-38.53917804
Government,1,Lyndale Secondary College,Secondary,O,14 Halton Road,Dandenong North,VIC,3175,03 9795 2366,267,Greater Dandenong (C),145.206712,-37.958765
Government,1,Lynall Hall Community School,Secondary,O,Cnr Gleadell & Highett Street,Richmond,VIC,3121,03 9428 4421,735,Yarra (C),145.002257,-37.816477
Government,1,Maffra Secondary College,Secondary,O,Bill Cane Court,Maffra,VIC,3860,03 5147 1790,681,Wellington (S),146.982424,-37.964888
Government,1,Mansfield Secondary College,Secondary,O,15 View Street,Mansfield,VIC,3722,03 5775 2022,425,Mansfield (S),146.088565,-37.062676
Government,1,Maribyrnong Secondary College,Secondary,O,Gordon Strret,Maribyrnong,VIC,3032,03 9091 8100,433,Maribyrnong (C),144.888238,-37.779521
Government,1,Matthew Flinders Girls Secondary College,Secondary,O,2 Little Ryrie Street,Geelong,VIC,3220,03 4243 0500,275,Greater Geelong (C),144.353208,-38.149587
Government,1,Melbourne High School,Secondary,O,Forrest Hill,South Yarra,VIC,3141,03 9826 0711,635,Stonnington (C),144.995314,-37.836829
Government,1,Melton Secondary College,Secondary,O,Coburns Road,Melton,VIC,3337,03 9743 3322,465,Melton (C),144.568216,-37.681753
Government,1,Mentone Girls Secondary College,Secondary,O,Cnr Balcombe & Charman Rds,Mentone,VIC,3194,03 9581 5200,343,Kingston (C),145.053504,-37.980182
Government,1,Mildura Senior College,Secondary,O,307-339 Deakin Avenue,Mildura,VIC,3500,03 5021 2911,478,Mildura (RC),142.1453901,-34.19800387
Government,1,Mirboo North Secondary College,Secondary,O,Castle Street,Mirboo North,VIC,3871,03 5667 9000,617,South Gippsland (S),146.148821,-38.40018
Government,1,Monbulk College,Secondary,O,146-148 David Hill Road,Monbulk,VIC,3793,03 9751 9000,745,Yarra Ranges (S),145.4278068,-37.88317535
Government,1,Montmorency Secondary College,Secondary,O,Para Road,Montmorency,VIC,3094,03 9422 1500,66,Banyule (C),145.113611,-37.714075
Government,1,Mooroolbark College,Secondary,O,186 Manchester Road,Mooroolbark,VIC,3138,03 9727 8100,745,Yarra Ranges (S),145.3142304,-37.77508326
Government,1,Mordialloc College,Secondary,O,1 Station Street,Mordialloc,VIC,3195,03 9580 1184,343,Kingston (C),145.092675,-38.012243
Government,1,Mount Beauty Secondary College,Secondary,O,Tailrace Road,Mount Beauty,VIC,3699,03 5754 4005,11,Alpine (S),147.167284,-36.740307
Government,1,Mount Eliza Secondary College,Secondary,O,204 Canadian Bay Road,Mount Eliza,VIC,3930,03 9787 6288,534,Mornington Peninsula (S),145.093544,-38.189704
Government,1,Mount Waverley Secondary College,Secondary,O,9 Lechte Road,Mount Waverley,VIC,3149,03 9803 6811,497,Monash (C),145.132311,-37.869086
Government,1,McKinnon Secondary College,Secondary,O,291a Mckinnon Road,Mckinnon,VIC,3204,03 8520 9000,231,Glen Eira (C),145.048545,-37.912204
Government,1,MacRobertson Girls High School,Secondary,O,350-370 Kings Way,Melbourne,VIC,3004,03 9864 7700,590,Port Phillip (C),144.971862,-37.835886
Government,1,Nathalia Secondary College,Secondary,O,41 Chapel Street,Nathalia,VIC,3638,03 5866 2331,490,Moira (S),145.208438,-36.059901
Government,1,Neerim District Secondary College,Secondary,O,20 Neerim East Road,Neerim South,VIC,3831,03 5628 1455,83,Baw Baw (S),145.95668,-38.016936
Government,1,Newcomb Secondary College,Secondary,O,81 - 85 Bellarine Highway,Newcomb,VIC,3219,03 5248 1400,275,Greater Geelong (C),144.395201,-38.171133
Government,1,Northcote High School,Secondary,O,St Georges Road,Northcote,VIC,3070,03 9488 2300,189,Darebin (C),144.989706,-37.774156
Government,1,Norwood Secondary College,Secondary,O,9 Byron Street,Ringwood,VIC,3134,03 9871 0400,441,Maroondah (C),145.237605,-37.799752
Government,1,Numurkah Secondary College,Secondary,O,104 Tocumwal Road,Numurkah,VIC,3636,03 5862 1088,490,Moira (S),145.446271,-36.079948
Government,1,Oberon High School,Secondary,O,163 Batten Road,Charlemont,VIC,3217,03 5243 4444,275,Greater Geelong (C),144.364137,-38.231762
Government,1,Orbost Secondary College,Secondary,O,20 Arnold Street,Orbost,VIC,3888,03 5154 1084,211,East Gippsland (S),148.466353,-37.704106
Government,1,Ouyen P-12 College,Pri/Sec,O,1-35 Fuller Street,Ouyen,VIC,3490,03 5092 1182,478,Mildura (RC),142.322608,-35.064571
Government,1,Pakenham Secondary College,Secondary,O,1020 Princes Highway,Pakenham,VIC,3810,03 5945 1433,145,Cardinia (S),145.471002,-38.068997
Government,1,Edenbrook Secondary College,Secondary,O,133 Henry Road,Pakenham,VIC,3810,03 5943 9200,145,Cardinia (S),145.444017,-38.078267
Government,1,Parkdale Secondary College,Secondary,O,Warren Road,Mordialloc,VIC,3195,03 9580 6311,343,Kingston (C),145.093501,-37.990301
Government,1,Pascoe Vale Girls Secondary College,Secondary,O,Lake Avenue,Pascoe Vale,VIC,3044,03 9306 2544,525,Moreland (C),144.935499,-37.717564
Government,1,Prahran High School,Secondary,O,138 High Street,Windsor,VIC,3181,03 9113 1000,635,Stonnington (C),144.9911611,-37.85174882
Government,1,Preston High School,Secondary,O,2-16 Cooma Street,Preston,VIC,3072,03 9055 8400,189,Darebin (C),145.006401,-37.741692
Government,1,Princes Hill Secondary College,Secondary,O,Arnold Street,Princes Hill,VIC,3054,03 9389 0600,735,Yarra (C),144.96503,-37.783481
Government,1,Homestead Senior Secondary College,Secondary,O,9 Coaching Parade,Point Cook,VIC,3030,03 7379 9600,726,Wyndham (C),144.766892,-37.91615
Government,1,Bellarine Secondary College,Secondary,O,Peninsula Drive,Drysdale,VIC,3222,03 5251 9000,275,Greater Geelong (C),144.557527,-38.190662
Government,1,Rainbow P-12 College,Pri/Sec,O,17 Albert Street,Rainbow,VIC,3424,03 5395 1063,298,Hindmarsh (S),141.9966997,-35.89446757
Government,1,Red Cliffs Secondary College,Secondary,O,55 Fitzroy Avenue,Red Cliffs,VIC,3496,03 5024 1522,478,Mildura (RC),142.195452,-34.298804
Government,1,Ringwood Secondary College,Secondary,O,Bedford Road,Ringwood,VIC,3134,03 9870 2002,441,Maroondah (C),145.239147,-37.816606
Government,1,Richmond High School,Secondary,O,4 Griffiths Street,Richmond,VIC,3121,03 8396 6399,735,Yarra (C),145.002804,-37.817408
Government,1,Robinvale College,Pri/Sec,O,88 George Street,Robinvale,VIC,3549,03 5026 3704,661,Swan Hill (RC),142.7815451,-34.58888676
Government,1,Rochester Secondary College,Secondary,O,26 Edward Street,Rochester,VIC,3561,03 5484 1844,137,Campaspe (S),144.6986963,-36.35277863
Government,1,Rosebud Secondary College,Secondary,O,245 Eastbourne Road,Rosebud,VIC,3939,03 5986 8595,534,Mornington Peninsula (S),144.887447,-38.367615
Government,1,Rubicon Outdoor School,Secondary,O,264 Rubicon Road,Thornton,VIC,3712,03 5773 2285,562,Murrindindi (S),145.821336,-37.294928
Government,1,Rutherglen High School,Secondary,O,40 Sheridans Bridge Road,Rutherglen,VIC,3685,02 6032 9483,335,Indigo (S),146.452103,-36.062564
Government,1,Saltwater P-9 College,Pri/Sec,O,15 Kirra Place,Point Cook,VIC,3030,03 8366 7700,726,Wyndham (C),144.770284,-37.91133
Government,1,Scoresby Secondary College,Secondary,O,Cavell Street,Scoresby,VIC,3179,03 9765 4100,367,Knox (C),145.2362,-37.888642
Government,1,St Albans Secondary College,Secondary,O,289 Main Road East,St Albans,VIC,3021,03 9366 2555,118,Brimbank (C),144.808411,-37.745532
Government,1,St Arnaud Secondary College,Secondary,O,Smith Street,St Arnaud,VIC,3478,03 5495 1811,581,Northern Grampians (S),143.250936,-36.609547
Government,1,Oakwood School,Secondary,O,319 Balaclava Road,Caulfield North,VIC,3161,03 9563 5644,231,Glen Eira (C),145.034173,-37.87398
Government,1,Strathmore Secondary College,Secondary,O,400 Pascoe Vale Road,Strathmore,VIC,3041,03 9379 7999,506,Moonee Valley (C),144.926643,-37.73695
Government,1,Sunbury College,Secondary,O,30 Racecourse Road,Sunbury,VIC,3429,03 9744 1066,327,Hume (C),144.728672,-37.574279
Government,1,Sydney Road Community School,Secondary,O,350 Sydney Road,Brunswick,VIC,3056,03 9380 9417,525,Moreland (C),144.961878,-37.769691
Government,1,Tallangatta Secondary College,Secondary,O,145 Towong Street,Tallangatta,VIC,3700,02 6071 5000,667,Towong (S),147.172667,-36.220441
Government,1,Thomastown Secondary College,Secondary,O,80-96 Main Street,Thomastown,VIC,3074,03 9465 0844,707,Whittlesea (C),145.0019385,-37.67871605
Government,1,Trafalgar High School,Secondary,O,70-80 School Road,Trafalgar,VIC,3824,03 5633 1733,83,Baw Baw (S),146.158302,-38.214568
Government,1,Dohertys Creek P-9 College,Pri/Sec,O,60 Elmhurst Road,Truganina,VIC,3029,03 8560 6079,726,Wyndham (C),144.733911,-37.842976
Government,1,University High School,Secondary,O,77 Story Street,Parkville,VIC,3052,03 9347 2022,460,Melbourne (C),144.95538,-37.796982
Government,1,Roxburgh College,Secondary,O,60-70 Donald Cameron Drive,Roxburgh Park,VIC,3064,03 9930 8100,327,Hume (C),144.930331,-37.63041
Government,1,Upper Yarra Secondary College,Secondary,O,81-89 Little Yarra Road,Yarra Junction,VIC,3797,03 5967 1877,745,Yarra Ranges (S),145.623933,-37.79209352
Government,1,Upwey High School,Secondary,O,1451 Burwood Highway,Upwey,VIC,3158,03 9754 2838,745,Yarra Ranges (S),145.335475,-37.904357
Government,1,Vermont Secondary College,Secondary,O,27 - 63 Morack Road,Vermont,VIC,3133,03 8872 6300,698,Whitehorse (C),145.199701,-37.844117
Government,1,Kambrya College,Secondary,O,68 Bemersyde Drive,Berwick,VIC,3806,03 9707 7600,161,Casey (C),145.34741,-38.05368819
Government,1,Carrum Downs Secondary College,Secondary,O,263 McCormicks Road,Carrum Downs,VIC,3201,03 9788 9100,217,Frankston (C),145.197658,-38.095291
Government,1,Wangaratta High School,Secondary,O,17-49 Edwards Street,Wangaratta,VIC,3677,03 5723 0500,670,Wangaratta (RC),146.307723,-36.344898
Government,1,Wantirna College,Secondary,O,90 Harold Street,Wantirna,VIC,3152,03 9801 9700,367,Knox (C),145.229974,-37.857598
Government,1,Warracknabeal Secondary College,Secondary,O,1 Tregear Street,Warracknabeal,VIC,3393,03 5398 1433,763,Yarriambiack (S),142.389405,-36.26275
Government,1,Warrandyte High School,Secondary,O,241-247 Heidelberg-Warrandyte Rd,Warrandyte,VIC,3113,03 9844 2749,421,Manningham (C),145.184222,-37.748269
Government,1,Wellington Secondary College,Secondary,O,91 Police Road,Mulgrave,VIC,3170,03 9547 6822,497,Monash (C),145.169378,-37.934467
Government,1,Werribee Secondary College,Secondary,O,45 Duncans Road,Werribee,VIC,3030,03 9741 1822,726,Wyndham (C),144.668744,-37.905536
Government,1,Bairnsdale Secondary College,Secondary,O,90 Mckean Street,Bairnsdale,VIC,3875,03 5150 4800,211,East Gippsland (S),147.6049997,-37.82871098
Government,1,Westall Secondary College,Secondary,O,88-128 Rosebank Avenue,Clayton South,VIC,3169,03 9546 3233,343,Kingston (C),145.136577,-37.940312
Government,1,Wheelers Hill Secondary College,Secondary,O,2-28 Raphael Drive,Wheelers Hill,VIC,3150,03 9561 5811,497,Monash (C),145.181743,-37.910126
Government,1,Williamstown High School,Secondary,O,76 Pasco Street,Williamstown,VIC,3016,03 9397 1899,311,Hobsons Bay (C),144.895024,-37.862855
Government,1,Wodonga Senior Secondary College,Secondary,O,80 Brockley Street,Wodonga,VIC,3690,02 6043 7500,717,Wodonga (C),146.8810522,-36.12560893
Government,1,Yarram Secondary College,Secondary,O,86 James Street,Yarram,VIC,3971,03 5182 5522,681,Wellington (S),146.68546,-38.566575
Government,1,Woodmans Hill Secondary College,Secondary,O,1 Fussell Street,Ballarat East,VIC,3350,03 5336 7264,57,Ballarat (C),143.892275,-37.559122
Government,1,Yea High School,Secondary,O,67 Racecourse Rd,Yea,VIC,3717,03 5797 2207,562,Murrindindi (S),145.408536,-37.215011
Government,1,Glen Eira College,Secondary,O,76 Booran Road,Caulfield East,VIC,3145,03 9571 7838,231,Glen Eira (C),145.038006,-37.8857
Government,1,Craigieburn Secondary College,Secondary,O,102 Hothlyn Drive,Craigieburn,VIC,3064,03 9308 1144,327,Hume (C),144.9359541,-37.60875112
Government,1,Emerald Secondary College,Secondary,O,425 Belgrave-gembrook Rd,Emerald,VIC,3782,03 5968 5388,145,Cardinia (S),145.4587437,-37.92427055
Government,1,Reservoir High School,Secondary,O,855 Plenty Road,Reservoir,VIC,3073,03 9466 0900,189,Darebin (C),145.029772,-37.722259
Government,1,Hampton Park Secondary College,Secondary,O,58 - 96 Fordholm Road,Hampton Park,VIC,3976,03 8795 9400,161,Casey (C),145.259884,-38.034862
Government,1,Hoppers Crossing Secondary College,Secondary,O,2 Fraser Street,Hoppers Crossing,VIC,3029,03 9974 7777,726,Wyndham (C),144.695358,-37.871223
Government,1,Keilor Downs Secondary College,Secondary,O,100-110 Odessa Avenue,Keilor Downs,VIC,3038,03 9365 8000,118,Brimbank (C),144.811186,-37.715515
Government,1,Kurnai College,Secondary,O,Bridle Road,Morwell,VIC,3840,03 5165 0600,381,Latrobe (C),146.432788,-38.228791
Government,1,Kurunjang Secondary College,Secondary,O,Kurunjang Drive,Melton,VIC,3337,03 9743 9211,465,Melton (C),144.585957,-37.672914
Government,1,Lakes Entrance Secondary College,Secondary,O,1-11 North Street,Lakes Entrance,VIC,3909,03 5155 2982,211,East Gippsland (S),147.998412,-37.871343
Government,1,Elisabeth Murdoch College,Secondary,O,80 Warrandyte Road,Langwarrin,VIC,3910,03 9788 2600,217,Frankston (C),145.19018,-38.159291
