Education_Sector,Entity_Type,School_Name,School_Type,School_Status,Address,Suburb,State,Postcode,Full_Phone_No,LGA_ID,LGA_Name,Lng,Lat
Catholic,2,Mater Christi College,Secondary,O,28 Bayview Road,BELGRAVE,VIC,3160,03 9754 6611,745,Yarra Ranges (S),145.3588871,-37.9106377
Catholic,2,Our Lady of Lourdes School,Primary,O,23 Orange Grove,BAYSWATER,VIC,3153,03 9729 3411,367,Knox (C),145.265765,-37.848985
Catholic,2,St Joseph's College,Secondary,O,5 Brenock Park Drive,FERNTREE GULLY,VIC,3156,03 9758 2000,367,Knox (C),145.295093,-37.89049
Independent,2,St Paul's College Balwyn,Special,O,3 Brenbeal Street,BALWYN,VIC,3101,03 8595 2470,111,Boroondara (C),145.086858,-37.81235
Catholic,2,Annunciation School,Primary,O,4-14 Nolan Avenue,BROOKLYN,VIC,3012,03 9314 6271,311,Hobsons Bay (C),144.847959,-37.820989
Catholic,2,St Louis de Montfort's School,Primary,O,37 Dolphin Street,ASPENDALE,VIC,3195,03 9580 5169,343,Kingston (C),145.102261,-38.018128
Catholic,2,St Thomas More's School,Primary,O,30 Angus Street,HADFIELD,VIC,3046,03 9312 8200,525,Moreland (C),144.944942,-37.707293
Catholic,2,Avila College,Secondary,O,35 Charles Street,MOUNT WAVERLEY,VIC,3149,03 9831 9600,497,Monash (C),145.133255,-37.874671
Catholic,2,St Philip's School,Primary,O,60 Junction Road,BLACKBURN NORTH,VIC,3130,03 9878 6501,698,Whitehorse (C),145.166588,-37.807643
Catholic,2,Holy Child School,Primary,O,227 Blair Street,DALLAS,VIC,3047,03 9309 1620,327,Hume (C),144.931984,-37.665736
Catholic,2,Emmanuel College,Secondary,O,423 Blackshaws Road,ALTONA NORTH,VIC,3025,03 8325 5100,311,Hobsons Bay (C),144.842389,-37.831623
Catholic,2,St Peter Julian Eymard,Primary,O,Reay Road,MOOROOLBARK,VIC,3138,03 9725 0595,745,Yarra Ranges (S),145.3175154,-37.7879128
Catholic,2,St Damian's School,Primary,O,5 Settlement Road,BUNDOORA,VIC,3083,03 9467 8566,707,Whittlesea (C),145.0572167,-37.6984942
Catholic,2,St Monica's College,Secondary,O,400 Dalton Road,EPPING,VIC,3076,03 9409 8800,707,Whittlesea (C),145.031414,-37.655184
Independent,2,Yarra Valley Grammar,Pri/Sec,O,Kalinda Road,RINGWOOD,VIC,3134,03 9262 7777,441,Maroondah (C),145.258164,-37.783701
Catholic,2,Christ the King School,Primary,O,79 Wilsons Road,NEWCOMB,VIC,3219,03 5248 1093,275,Greater Geelong (C),144.393098,-38.166554
Catholic,2,Mercy College,Secondary,O,760 Sydney Road,COBURG,VIC,3058,03 9319 9299,525,Moreland (C),144.964562,-37.730398
Catholic,2,St Timothy's School,Primary,O,21 Stevens Road,VERMONT,VIC,3133,03 9878 4188,698,Whitehorse (C),145.183654,-37.840389
Catholic,2,St Mary's School,Primary,O,4-12 Duke Street,MAFFRA,VIC,3860,03 5147 1334,681,Wellington (S),146.9723891,-37.96350023
Catholic,2,St Macartan's School,Primary,O,97 Bungower Road,MORNINGTON,VIC,3931,03 5979 9200,534,Mornington Peninsula (S),145.070463,-38.223213
Catholic,2,St John's School,Primary,O,Jayne Street,FRANKSTON EAST,VIC,3199,03 9789 9794,217,Frankston (C),145.148098,-38.145823
Catholic,2,St Mary's College for the Deaf,Special,O,10A Riddell Road,WANTIRNA SOUTH,VIC,3152,03 9800 2733,367,Knox (C),145.242789,-37.877901
Catholic,2,John Paul College,Secondary,O,165 Mc Mahons Road,FRANKSTON,VIC,3199,03 9784 0200,217,Frankston (C),145.138867,-38.13557
Catholic,2,St Anne's School,Primary,O,86-94 Austin Road,SEAFORD,VIC,3198,03 9786 4736,217,Frankston (C),145.140947,-38.106598
Catholic,2,Mazenod College,Secondary,O,Kernot Ave,MULGRAVE,VIC,3170,03 9560 0911,497,Monash (C),145.166144,-37.915204
Catholic,2,St Martin de Porres School,Primary,O,158 Military Road,AVONDALE HEIGHTS,VIC,3034,03 9331 9000,506,Moonee Valley (C),144.861624,-37.758468
Catholic,2,St Gregory the Great School,Primary,O,396 Manningham Road,DONCASTER,VIC,3108,03 9848 4483,421,Manningham (C),145.122282,-37.780598
Independent,2,Maranatha Christian School,Pri/Sec,O,104-108 Reema Boulevard,ENDEAVOUR HILLS,VIC,3802,03 9709 7209,161,Casey (C),145.278034,-37.970919
Catholic,2,St Kevin's School,Primary,O,26-44 Herlihys Road,TEMPLESTOWE LOWER,VIC,3107,03 9273 9999,421,Manningham (C),145.122868,-37.761267
Catholic,2,St James' School,Primary,O,51 Centre Road,VERMONT,VIC,3133,03 9874 1830,698,Whitehorse (C),145.20969,-37.836748
Catholic,2,Good Shepherd School,Primary,O,30 Academy Avenue,WHEELERS HILL,VIC,3150,03 9562 0229,497,Monash (C),145.166052,-37.908123
Catholic,2,MacKillop Catholic Regional College,Secondary,O,1 Russell Street,WERRIBEE,VIC,3030,03 8734 5200,726,Wyndham (C),144.6651016,-37.90950211
Catholic,2,St James'  College,Secondary,O,156 Bignell Road,BENTLEIGH EAST,VIC,3165,03 9575 8100,231,Glen Eira (C),145.071365,-37.926472
Catholic,2,St Thomas' School,Primary,O,Guthridge Parade,SALE,VIC,3850,03 5144 1332,681,Wellington (S),147.08331,-38.09940329
Catholic,2,St Leo the Great Primary School,Primary,O,389 Mason Street,ALTONA NORTH,VIC,3025,03 9391 5522,311,Hobsons Bay (C),144.851693,-37.839216
Catholic,2,St Peter's School,Primary,O,2A Parkside Avenue,KEILOR EAST,VIC,3033,03 9337 4111,506,Moonee Valley (C),144.859418,-37.744237
Catholic,2,Our Lady Help of Christians School,Primary,O,28 Selby Road,WARRNAMBOOL EAST,VIC,3280,03 5562 5559,673,Warrnambool (C),142.519533,-38.385247
Catholic,2,Marian College,Secondary,O,11-49 Prince Street,MYRTLEFORD,VIC,3737,03 5752 1596,11,Alpine (S),146.72536,-36.55334
Catholic,2,St Martin de Porres School,Primary,O,13-25 Bellin Street,LAVERTON,VIC,3028,03 9369 1070,311,Hobsons Bay (C),144.77698,-37.853783
Catholic,2,St Jude the Apostle School,Primary,O,53 George Street,SCORESBY,VIC,3179,03 9763 7703,367,Knox (C),145.225957,-37.889844
Catholic,2,St Monica's School,Primary,O,137 Brockley Street,WODONGA WEST,VIC,3690,02 6024 3151,717,Wodonga (C),146.872637,-36.126753
Independent,2,Mount Evelyn Christian School/Ranges TEC,Pri/Sec,O,135 York Road,MOUNT EVELYN,VIC,3796,03 9738 6000,745,Yarra Ranges (S),145.3670969,-37.79883442
Independent,2,Melbourne Rudolf Steiner School,Pri/Sec,O,213 Wonga Road,WARRANWOOD,VIC,3134,03 9876 2633,441,Maroondah (C),145.248811,-37.777221
Catholic,2,St Peter's School,Primary,O,Fenton Street,BENDIGO NORTH,VIC,3550,03 5443 9319,262,Greater Bendigo (C),144.2727362,-36.74416599
Catholic,2,St Mark's School,Primary,O,4-6 Dimar Court,DINGLEY,VIC,3172,03 9551 1150,343,Kingston (C),145.129566,-37.986656
Independent,2,The Currajong School,Special,O,90 Darling Road,MALVERN EAST,VIC,3145,03 9571 7869,635,Stonnington (C),145.059946,-37.875953
Independent,2,Nunawading Christian College-Secondary,Secondary,O,161 Central Rd,NUNAWADING,VIC,3131,03 9877 3555,698,Whitehorse (C),145.1690183,-37.82254717
Independent,2,Eltham College,Pri/Sec,O,1660 Main Road,RESEARCH,VIC,3095,03 9437 1421,571,Nillumbik (S),145.192232,-37.70044311
Catholic,2,Holy Eucharist School,Primary,O,1A Oleander Drive,ST ALBANS SOUTH,VIC,3021,03 8312 0900,118,Brimbank (C),144.811408,-37.756436
Catholic,2,St Paul's Primary School,Primary,O,Fourteenth Street,MILDURA,VIC,3500,03 5023 4567,478,Mildura (RC),142.156034,-34.204601
Independent,2,Learning Co-Operative School,Primary,O,10 Laceys Road,COTTLES BRIDGE,VIC,3099,03 9718 1481,571,Nillumbik (S),145.2133347,-37.62939233
Catholic,2,St Peter Apostle School,Primary,O,16-38 Guinane Avenue,HOPPERS CROSSING,VIC,3029,03 9749 1055,726,Wyndham (C),144.69031,-37.874642
Independent,2,Donvale Christian College,Pri/Sec,O,155 Tindals Road,DONVALE,VIC,3111,03 9844 2471,421,Manningham (C),145.193451,-37.774028
Independent,2,Berengarra School,Special,O,43 Harrison Street,BOX HILL NORTH,VIC,3129,03 9898 9167,698,Whitehorse (C),145.132142,-37.80388
Independent,2,Sholem Aleichem College,Primary,O,11 Sinclair St,ELSTERNWICK,VIC,3185,03 8527 3000,231,Glen Eira (C),145.001203,-37.882289
Catholic,2,St John XXIII Primary School,Primary,O,Regal Avenue,THOMASTOWN EAST,VIC,3074,03 9465 6066,707,Whittlesea (C),145.0392037,-37.67842204
Independent,2,Braemar College,Pri/Sec,O,1499 Mt Macedon Rd,WOODEND,VIC,3442,03 5427 2500,413,Macedon Ranges (S),144.5759811,-37.36382882
Catholic,2,School of the Good Shepherd,Primary,O,88 South Circular Road,GLADSTONE PARK,VIC,3043,03 9338 7686,327,Hume (C),144.889458,-37.693031
Catholic,2,St Agatha's School,Primary,O,Scott Street,CRANBOURNE,VIC,3977,03 5996 2724,161,Casey (C),145.278852,-38.111642
Catholic,2,Resurrection School,Primary,O,402 Corrigan Road,KEYSBOROUGH,VIC,3173,03 9798 4126,267,Greater Dandenong (C),145.16293,-37.989944
Catholic,2,St Dominic's School,Primary,O,Church Street,MELTON,VIC,3337,03 9743 6225,465,Melton (C),144.584635,-37.680915
Catholic,2,St Francis Xavier School,Primary,O,143 Bacchus Marsh Road,CORIO,VIC,3214,03 5275 1974,275,Greater Geelong (C),144.358129,-38.072033
Independent,2,Gilson College,Pri/Sec,O,450 Taylors Road,TAYLORS HILL,VIC,3037,03 9365 9365,465,Melton (C),144.763149,-37.724602
Independent,2,Cheshire School,Special,O,583 Ferntree Gully Road,GLEN WAVERLEY,VIC,3150,03 8562 5100,497,Monash (C),145.158092,-37.902842
Catholic,2,Galen Catholic College,Secondary,O,College Street,WANGARATTA,VIC,3677,03 5721 6322,670,Wangaratta (RC),146.310537,-36.338747
Catholic,2,Holy Spirit School,Primary,O,120 Oban Road,RINGWOOD NORTH,VIC,3134,03 9876 1103,441,Maroondah (C),145.236917,-37.793231
Catholic,2,Lumen Christi School,Primary,O,35 Williams Avenue,CHURCHILL,VIC,3842,03 5122 2231,381,Latrobe (C),146.4157105,-38.31640225
Catholic,2,Holy Saviour Parish School,Primary,O,765 Highbury Road,VERMONT SOUTH,VIC,3133,03 9803 6828,698,Whitehorse (C),145.175038,-37.862336
Catholic,2,St Clare's School,Primary,O,Harbard Street,THOMASTOWN WEST,VIC,3074,03 9465 8535,707,Whittlesea (C),144.9977174,-37.67775056
Independent,2,Nhill Lutheran School,Primary,O,2 Mackay St,NHILL,VIC,3418,03 5391 2144,298,Hindmarsh (S),141.662154,-36.327734
Catholic,2,St Anne's School,Primary,O,16-24  Stewarts Lane,SUNBURY,VIC,3429,03 9744 3055,327,Hume (C),144.717457,-37.568388
Catholic,2,Our Lady of the Pines School,Primary,O,77 Carbine Street,DONVALE,VIC,3111,03 9842 2991,421,Manningham (C),145.177211,-37.774442
Catholic,2,St Jude's School,Primary,O,30 Warrandyte Road,LANGWARRIN,VIC,3910,03 9789 7581,217,Frankston (C),145.191109,-38.155275
Catholic,2,St Paul's Kealba Catholic School,Primary,O,230-240 Sunshine Avenue,KEALBA,VIC,3021,03 9366 6033,118,Brimbank (C),144.81963,-37.733736
Catholic,2,St Elizabeth's School,Primary,O,111 Bakers Road,DANDENONG NORTH,VIC,3175,03 9795 5258,267,Greater Dandenong (C),145.198878,-37.946321
Catholic,2,St Joseph the Worker School,Primary,O,79 Wilson Boulevard,RESERVOIR NORTH,VIC,3073,03 9469 7800,189,Darebin (C),144.99292,-37.702216
Catholic,2,Resurrection School,Primary,O,51 Gum Road,KINGS PARK,VIC,3021,03 8312 6312,118,Brimbank (C),144.775394,-37.736301
Catholic,2,Catholic Regional College,Secondary,O,10 Theodore Street,ST ALBANS,VIC,3021,03 9366 2544,118,Brimbank (C),144.799086,-37.738892
Catholic,2,St Francis Xavier College,Secondary,O,4 Beaconsfield Avenue,BEACONSFIELD,VIC,3807,03 9707 3111,145,Cardinia (S),145.373106,-38.052002
Independent,2,Holy Trinity Lutheran College,Pri/Sec,O,Trinity Drive,HORSHAM,VIC,3400,03 5382 2529,319,Horsham (RC),142.217749,-36.708181
Independent,2,North-Eastern Montessori School,Primary,O,315 Aqueduct Rd,ST HELENA,VIC,3088,03 9438 3202,66,Banyule (C),145.137091,-37.68407
Independent,2,Waverley Christian College,Pri/Sec,O,1248 High Street Road,WANTIRNA SOUTH,VIC,3152,03 9871 8600,367,Knox (C),145.215299,-37.880135
Independent,2,The King David School,Pri/Sec,O,517-519 Orrong Road,ARMADALE,VIC,3143,03 9529 5277,635,Stonnington (C),145.010495,-37.858226
Independent,2,Westbourne Grammar School,Pri/Sec,O,300 Sayers Rd,TRUGANINA,VIC,3029,03 9731 9444,726,Wyndham (C),144.724898,-37.850843
Catholic,2,Nazareth School,Primary,O,14-16 Griffith Street,GROVEDALE,VIC,3216,03 5243 0502,275,Greater Geelong (C),144.330112,-38.202516
Catholic,2,St Augustine's Primary School,Primary,O,Augustine's Way,KEILOR,VIC,3036,03 9336 4294,118,Brimbank (C),144.820517,-37.710633
Catholic,2,St Anthony's School,Primary,O,Wilson Road,MELTON SOUTH,VIC,3338,03 8099 7800,465,Melton (C),144.572897,-37.709657
Catholic,2,St Thomas the Apostle School,Primary,O,251 Diamond Creek Road,GREENSBOROUGH NORTH,VIC,3088,03 9434 4565,571,Nillumbik (S),145.1191059,-37.68218852
Catholic,2,St Luke's School,Primary,O,25 Stokes Road,WANTIRNA,VIC,3152,03 9801 6917,367,Knox (C),145.235066,-37.853378
Catholic,2,St Peter's School,Primary,O,2A Killeen Street,SUNSHINE SOUTH WEST,VIC,3020,03 8312 6900,118,Brimbank (C),144.819619,-37.800283
Independent,2,Northside Christian College,Pri/Sec,O,31 McLeans Rd,BUNDOORA,VIC,3083,03 9467 2499,707,Whittlesea (C),145.0546707,-37.69501422
Independent,2,St John's College Preston,Pri/Sec,O,21 Railway Place West,PRESTON,VIC,3072,03 9480 5300,189,Darebin (C),144.998743,-37.747246
Independent,2,Good Shepherd Lutheran Primary School,Primary,O,53-57 Plymouth Rd,CROYDON HILLS,VIC,3136,03 9725 8255,441,Maroondah (C),145.268615,-37.782683
Independent,2,Oxley Christian College,Pri/Sec,O,15 - 49 Old Melbourne Rd,CHIRNSIDE PARK,VIC,3116,03 9727 9900,745,Yarra Ranges (S),145.30513,-37.763573
Independent,2,Olivet Christian College,Pri/Sec,O,89 Main Rd,CAMPBELLS CREEK,VIC,3451,03 5472 3817,543,Mount Alexander (S),144.205424,-37.088492
Independent,2,Covenant College,Pri/Sec,O,105 Creamery Road,BELL POST HILL,VIC,3215,03 5278 5122,275,Greater Geelong (C),144.317997,-38.09719
Independent,2,Mountain District Christian School,Pri/Sec,O,325 Macclesfield Road,MONBULK,VIC,3793,03 9756 7244,745,Yarra Ranges (S),145.4527149,-37.85664819
Catholic,2,Catholic College Wodonga,Secondary,O,1 Bowman Court,WODONGA,VIC,3690,02 6043 5500,717,Wodonga (C),146.8623901,-36.12961895
Catholic,2,Caroline Chisholm Catholic College,Secondary,O,204 Churchill Avenue,BRAYBROOK,VIC,3019,03 9296 5311,433,Maribyrnong (C),144.8501,-37.785858
Catholic,2,St Thomas More School,Primary,O,Cuthbert's Road,ALFREDTON,VIC,3350,03 5334 2244,57,Ballarat (C),143.79995,-37.553494
Catholic,2,St Mary's School,Primary,O,58 Clegg Road,MOUNT EVELYN,VIC,3796,03 9736 2219,745,Yarra Ranges (S),145.395858,-37.790516
Catholic,2,St Anne's School,Primary,O,60 Knees Road,PARK ORCHARDS,VIC,3114,03 9876 1533,421,Manningham (C),145.218594,-37.773303
Catholic,2,St Gabriel's School,Primary,O,30-50 Rangeview Drive,TRARALGON WEST,VIC,3844,03 5174 5515,381,Latrobe (C),146.511052,-38.187649
Catholic,2,Our Lady's School,Primary,O,169-171 Craigieburn Road West,CRAIGIEBURN,VIC,3064,03 9308 2011,327,Hume (C),144.931372,-37.598603
Catholic,2,St Augustine's School,Primary,O,80 Golf Links Road,FRANKSTON SOUTH,VIC,3199,03 9781 3007,217,Frankston (C),145.145871,-38.172048
Catholic,2,St Francis of Assisi School,Primary,O,290-312 Childs Road,MILL PARK,VIC,3082,03 9407 3100,707,Whittlesea (C),145.0589142,-37.66499475
Catholic,2,Loyola College,Secondary,O,325 Grimshaw Street,WATSONIA,VIC,3087,03 9434 4466,66,Banyule (C),145.08073,-37.703396
Catholic,2,Catholic Regional College,Secondary,O,109-141 Bulman's Road,MELTON,VIC,3337,03 8099 6000,465,Melton (C),144.550411,-37.677246
Independent,2,Newhaven College,Pri/Sec,O,1770 Phillip Island Road,RHYLL,VIC,3923,03 5956 7505,74,Bass Coast (S),145.272323,-38.488343
Independent,2,St John's Lutheran School,Primary,O,43-55 Trangmar Street,PORTLAND,VIC,3305,03 5523 3833,241,Glenelg (S),141.589841,-38.356786
Independent,2,Christian College Geelong,Pri/Sec,O,18 Burdekin Road,HIGHTON,VIC,3216,03 5241 1899,275,Greater Geelong (C),144.313073,-38.185241
Independent,2,Billanook College,Pri/Sec,O,197-199 Cardigan Road,MOOROOLBARK,VIC,3138,03 9725 5388,745,Yarra Ranges (S),145.3388701,-37.78785168
Independent,2,Fitzroy Community School,Primary,O,597 Brunswick Street,FITZROY NORTH,VIC,3068,03 9489 5700,735,Yarra (C),144.97981,-37.789173
Catholic,2,St Paul Apostle South School,Primary,O,9 William Hovell Drive,ENDEAVOUR HILLS,VIC,3802,03 9700 3663,161,Casey (C),145.257929,-37.980524
Catholic,2,St Andrew's School,Primary,O,96 Bunney Road,CLAYTON SOUTH,VIC,3169,03 9551 5094,343,Kingston (C),145.107195,-37.93489
Catholic,2,St Thomas More's School,Primary,O,313 Canadian Bay Road,MOUNT ELIZA,VIC,3930,03 9787 7788,534,Mornington Peninsula (S),145.101137,-38.197726
Catholic,2,St Francis' School,Primary,O,Chapel Street,NATHALIA,VIC,3638,03 5866 2271,490,Moira (S),145.207742,-36.058596
Independent,2,Creek Street Christian College,Pri/Sec,O,91 Creek Street,BENDIGO,VIC,3550,03 5442 1722,262,Greater Bendigo (C),144.271576,-36.765532
Independent,2,Good Shepherd College,Pri/Sec,O,297 Mount Napier Road,HAMILTON,VIC,3300,03 5571 2595,626,Southern Grampians (S),142.041488,-37.770832
Independent,2,Plenty Valley Christian College,Pri/Sec,O,840 Yan Yean Road,DOREEN,VIC,3754,03 9717 7400,571,Nillumbik (S),145.138791,-37.613463
Catholic,2,St James the Apostle School,Primary,O,330 Derrimut Road,HOPPERS CROSSING NORTH,VIC,3029,03 9749 1000,726,Wyndham (C),144.687493,-37.857286
Catholic,2,St Simon's School,Primary,O,2 Taylors Lane,ROWVILLE,VIC,3178,03 9755 4222,367,Knox (C),145.245327,-37.925677
Catholic,2,Queen of Peace Primary School,Primary,O,62 Everingham Road,ALTONA MEADOWS,VIC,3028,03 9369 2581,311,Hobsons Bay (C),144.791697,-37.875148
Catholic,2,Don Bosco School,Primary,O,496 Princes Highway,NARRE WARREN,VIC,3805,03 9704 7255,161,Casey (C),145.315012,-38.025966
Catholic,2,Our Lady Star of the Sea School,Primary,O,13-29 John Dory Drive,OCEAN GROVE,VIC,3226,03 5255 4308,275,Greater Geelong (C),144.540157,-38.26078
Catholic,2,Catholic Regional College Institute of Training,Secondary,O,380 Sydenham Road,SYDENHAM,VIC,3037,03 9361 0000,118,Brimbank (C),144.771012,-37.699136
Catholic,2,Catholic Regional College North Keilor,Secondary,O,Santa Monica Drive,KEILOR NORTH,VIC,3036,03 9361 5900,118,Brimbank (C),144.805062,-37.699943
Independent,2,Village School,Primary,O,9-13 Holloway Road,CROYDON NORTH,VIC,3136,03 9726 4766,441,Maroondah (C),145.294493,-37.763749
Independent,2,Bayside Christian College,Pri/Sec,O,120-128 Robinsons Road,LANGWARRIN SOUTH,VIC,3911,03 5971 6700,217,Frankston (C),145.16302,-38.178632
Independent,2,Andale School,Special,O,84 Charles Street,KEW,VIC,3101,03 9853 3911,111,Boroondara (C),145.036044,-37.805513
Independent,2,Trinity Lutheran College,Pri/Sec,O,920 Fifteenth Street,MILDURA,VIC,3500,03 5023 7013,478,Mildura (RC),142.128786,-34.201602
Independent,2,Goulburn Valley Grammar School,Pri/Sec,O,455 Verney Road,SHEPPARTON,VIC,3630,03 5821 8155,283,Greater Shepparton (C),145.415577,-36.327476
Independent,2,The Knox School,Pri/Sec,O,220 Burwood Highway,WANTIRNA SOUTH,VIC,3152,03 8805 3800,367,Knox (C),145.219198,-37.865467
Independent,2,Heathdale Christian College,Pri/Sec,O,175 Derrimut Rd,WERRIBEE,VIC,3030,03 9749 1522,726,Wyndham (C),144.681332,-37.881318
Independent,2,Hillcrest Christian College,Pri/Sec,O,500 Soldiers Road,CLYDE NORTH,VIC,3978,03 9702 2144,161,Casey (C),145.363801,-38.084681
Independent,2,St Paul's Anglican Grammar School,Pri/Sec,O,150 Bowen Street,WARRAGUL,VIC,3820,03 5623 5833,83,Baw Baw (S),145.930417,-38.147811
Independent,2,Sunshine Christian School,Primary,O,81 - 83 Westmoreland Road,SUNSHINE NORTH,VIC,3020,03 9312 1253,118,Brimbank (C),144.835864,-37.768396
Independent,2,Frank Dando Sports Academy,Special,O,33 Raymond Street,ASHWOOD,VIC,3147,03 9807 2111,497,Monash (C),145.108886,-37.8668
Independent,2,Beaconhills College,Pri/Sec,O,30-34 Toomuc Valley Road,PAKENHAM,VIC,3810,1300 002 225,145,Cardinia (S),145.467319,-38.061898
Independent,2,Ghilgai School,Primary,O,295 Liverpool Road,KILSYTH,VIC,3137,03 9761 8369,745,Yarra Ranges (S),145.3189311,-37.82913713
Catholic,2,St Bernadette's Catholic Primary School,Primary,O,1264 Mountain Highway,THE BASIN,VIC,3154,03 9762 5135,367,Knox (C),145.310841,-37.853904
Catholic,2,St Catherine's School,Primary,O,2 Lascelles Drive,LALOR WEST,VIC,3075,03 9466 2480,707,Whittlesea (C),145.0032382,-37.66560256
Catholic,2,St Anthony's School,Primary,O,90 Kees Road,LARA,VIC,3212,03 5282 1415,275,Greater Geelong (C),144.390582,-38.015191
Catholic,2,St Mary's School,Primary,O,2-20 Fir Street,WHITTLESEA,VIC,3757,03 9714 9999,707,Whittlesea (C),145.1145373,-37.50906237
Catholic,2,St Charles Borromeo School,Primary,O,230-234 Serpells Road,TEMPLESTOWE,VIC,3106,03 9842 7634,421,Manningham (C),145.153432,-37.767398
Independent,2,River City Christian College,Pri/Sec,O,29 Rose Street,ECHUCA,VIC,3564,03 5482 4594,137,Campaspe (S),144.731759,-36.144815
Independent,2,Belgrave Heights Christian School,Pri/Sec,O,20 Wattle Valley Road,BELGRAVE HEIGHTS,VIC,3160,03 9754 6435,745,Yarra Ranges (S),145.3462292,-37.91890282
Independent,2,Oakleigh Grammar,Pri/Sec,O,77  Willesden Road,OAKLEIGH,VIC,3166,03 9569 6128,497,Monash (C),145.082819,-37.895907
Independent,2,Worawa Aboriginal College,Special,O,60 - 80 Barak Lane,HEALESVILLE,VIC,3777,03 5962 4344,745,Yarra Ranges (S),145.5092164,-37.68452365
Independent,2,Kerang Christian College,Pri/Sec,O,98 Wyndham Street,KERANG,VIC,3579,03 5450 3894,225,Gannawarra (S),143.913416,-35.730422
Independent,2,St Andrews Christian College,Pri/Sec,O,130 Tyner Road,WANTIRNA SOUTH,VIC,3152,(03) 8847 8300,367,Knox (C),145.244636,-37.873866
Independent,2,Chairo Christian School,Pri/Sec,O,76 Balfour Road,DROUIN,VIC,3818,03 5625 4600,83,Baw Baw (S),145.877116,-38.142837
Independent,2,Australian International Academy of Education,Pri/Sec,O,653 Sydney Road,COBURG,VIC,3058,03 9350 4533,525,Moreland (C),144.966123,-37.736331
Independent,2,Flinders Christian Community College,Pri/Sec,O,155 Mornington - Tyabb Road,TYABB,VIC,3913,03 5973 2000,534,Mornington Peninsula (S),145.167984,-38.262117
Catholic,2,St Mary MacKillop Primary School,Primary,O,152 Odessa Avenue,KEILOR DOWNS,VIC,3038,03 9367 6199,118,Brimbank (C),144.804346,-37.714625
Catholic,2,St Catherine of Siena School,Primary,O,101 Bulman's Road,MELTON WEST,VIC,3337,03 9743 2166,465,Melton (C),144.5501953,-37.67878271
Catholic,2,St Paul's School,Primary,O,59 Moores Road,MONBULK,VIC,3793,03 9756 7201,745,Yarra Ranges (S),145.412057,-37.867995
Catholic,2,Our Lady of Fatima School,Primary,O,16 Hinton Street,ROSEBUD,VIC,3939,03 5950 0400,534,Mornington Peninsula (S),144.897536,-38.371333
Catholic,2,St Justin's School,Primary,O,42 Whalley Drive,WHEELERS HILL,VIC,3150,03 9561 7644,497,Monash (C),145.190508,-37.917811
Independent,2,Grace Christian College Wodonga,Pri/Sec,O,20 Kinchington Road,LENEVA,VIC,3691,02 6056 2288,717,Wodonga (C),146.887345,-36.157173
Catholic,2,St Richard's Primary School,Primary,O,672 Mount Dandenong Road,KILSYTH,VIC,3137,03 9728 4378,745,Yarra Ranges (S),145.3217417,-37.80656384
Catholic,2,Holy Trinity School,Primary,O,10 Riddell Road,WANTIRNA SOUTH,VIC,3152,03 9801 8296,367,Knox (C),145.242912,-37.877468
Independent,2,Melton Christian College,Pri/Sec,O,152-156 Brooklyn Road,MELTON SOUTH,VIC,3338,03 9743 8193,465,Melton (C),144.560281,-37.700276
Independent,2,Mansfield Rudolf Steiner School,Pri/Sec,O,91 Highett Street,MANSFIELD,VIC,3722,03 5779 1445,425,Mansfield (S),146.08574,-37.061402
Catholic,2,St Paul Apostle North School,Primary,O,76 Mossgiel Park Drive,ENDEAVOUR HILLS,VIC,3802,03 9700 6068,161,Casey (C),145.262664,-37.967529
Catholic,2,Corpus Christi School,Primary,O,29  Russell Street,WERRIBEE,VIC,3030,03 9741 8440,726,Wyndham (C),144.6634428,-37.90994759
Catholic,2,Nazareth College,Secondary,O,Manning Drive,NOBLE PARK NORTH,VIC,3174,03 9795 8100,267,Greater Dandenong (C),145.195459,-37.940226
Catholic,2,St Therese School,Primary,O,50 Grossmans Road,TORQUAY,VIC,3228,03 5261 4246,649,Surf Coast (S),144.3118515,-38.32111509
Independent,2,Japanese School of Melbourne,Pri/Sec,O,6 Ellington Street,CAULFIELD SOUTH,VIC,3162,03 9528 1978,231,Glen Eira (C),145.019402,-37.892445
Catholic,2,Mary MacKillop Catholic Regional College,Secondary,O,115 Horn Street,LEONGATHA,VIC,3953,03 5662 4255,617,South Gippsland (S),145.963538,-38.466733
Independent,2,King's College,Pri/Sec,O,44 Balmoral Road,WARRNAMBOOL,VIC,3280,03 5562 0147,673,Warrnambool (C),142.506174,-38.362113
Independent,2,Sophia Mundi Steiner School,Pri/Sec,O,1 St Heliers Street,ABBOTSFORD,VIC,3067,03 9419 9229,735,Yarra (C),145.005225,-37.803664
Independent,2,Al-Taqwa College,Pri/Sec,O,201 Sayers Road,TRUGANINA,VIC,3029,03 9269 5000,726,Wyndham (C),144.722023,-37.85265
Independent,2,Overnewton Anglican Community College,Pri/Sec,O,2-50 Overnewton Road,KEILOR,VIC,3036,03 9334 0149,118,Brimbank (C),144.82318,-37.706557
Catholic,2,St Joachim's School,Primary,O,25 Broderick Road,CARRUM DOWNS,VIC,3201,03 9785 2633,217,Frankston (C),145.178469,-38.103348
Catholic,2,Holy Trinity Primary School,Primary,O,94 Weidlich Road,ELTHAM NORTH,VIC,3095,03 9431 0888,66,Banyule (C),145.135461,-37.698439
